record_id,csv_category,engine_category,csv_action,engine_action,csv_do_not_boil,engine_do_not_boil,chemical_flag_csv,biological_flag_csv,fluoride,arsenic_ug,arsenic_mg,nitrate,fecal_coliform,turbidity,tds,ph,state,district
IWQ-41309,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.142,0.1,0.0001,11.57,0.0,11.56,343.4,7.33,Telangana,Suryapet
IWQ-41314,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.007,0.69,0.00069,12.74,0.0,0.6,268.2,7.87,Telangana,Warangal
IWQ-41317,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.131,2.9,0.0029,36.16,0.0,4.01,1089.7,8.38,Telangana,Suryapet
IWQ-41323,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.144,1.12,0.00112,9.04,0.0,2.38,391.4,6.92,Telangana,Nizamabad
IWQ-41330,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.168,0.12,0.00012,9.07,0.0,7.44,1911.8,7.8,Telangana,Medchal-Malkajgiri
IWQ-41335,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.103,0.08,8e-05,22.4,0.0,5.0,525.7,7.31,Telangana,Hyderabad
IWQ-41344,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.819,0.2,0.0002,25.08,0.0,19.72,574.3,8.21,Telangana,Nirmal
IWQ-41375,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.369,0.09,9e-05,2.56,0.0,1.39,1005.8,8.46,Telangana,Khammam
IWQ-41379,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.144,0.14,0.00014,44.23,0.0,1.76,611.2,7.46,Telangana,Vikarabad
IWQ-41380,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.255,0.16,0.00016,4.88,0.0,1.82,799.8,7.92,Telangana,Mahabubnagar
IWQ-41384,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.205,0.18,0.00018,5.6,0.0,14.4,165.4,6.75,Telangana,Hyderabad
IWQ-41386,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.024,0.44,0.00044,12.39,0.0,0.67,317.0,7.19,Telangana,Sangareddy
IWQ-41387,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.043,0.09,9e-05,8.62,0.0,1.16,628.8,6.69,Telangana,Nirmal
IWQ-41388,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.129,0.6,0.0006,14.05,0.0,9.62,531.2,7.8,Telangana,Siddipet
IWQ-41398,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.023,0.19,0.00019,11.38,0.0,5.29,601.2,7.49,Telangana,Kamareddy
IWQ-41412,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.212,0.22,0.00022,11.94,0.0,10.79,1166.9,7.43,Telangana,Hyderabad
IWQ-41414,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.262,0.2,0.0002,37.28,0.0,7.25,493.5,8.06,Telangana,Siddipet
IWQ-41426,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.472,0.1,0.0001,29.75,0.0,2.92,1261.8,7.72,Telangana,Nirmal
IWQ-41436,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.468,0.1,0.0001,3.8,0.0,1.85,368.1,7.7,Telangana,Bhadradri Kothagudem
IWQ-41447,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.214,0.35,0.00035,28.91,0.0,2.39,475.5,7.72,Telangana,Hyderabad
IWQ-41450,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.29,2.0,0.002,22.75,0.0,0.33,932.0,7.17,Telangana,Suryapet
IWQ-41454,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.176,0.3,0.0003,14.09,0.0,0.91,313.8,6.89,Telangana,Jagtial
IWQ-41456,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.265,0.33,0.00033,21.09,0.0,0.53,583.8,7.52,Telangana,Nirmal
IWQ-41477,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.359,0.11,0.00011,2.34,0.0,1.47,246.0,7.91,Telangana,Suryapet
IWQ-41486,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.089,1.51,0.00151,12.96,0.0,18.41,1121.7,7.7,Telangana,Karimnagar
IWQ-41505,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.024,0.13,0.00013,7.33,0.0,0.34,167.3,7.24,Telangana,Nirmal
IWQ-41515,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.473,0.44,0.00044,8.22,0.0,4.19,350.4,7.68,Telangana,Peddapalli
IWQ-41527,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.244,1.51,0.00151,14.19,0.0,1.23,317.1,7.38,Telangana,Bhadradri Kothagudem
IWQ-41537,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.165,0.18,0.00018,16.55,0.0,1.51,378.7,7.48,Telangana,Hyderabad
IWQ-41542,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.909,1.52,0.00152,11.19,0.0,2.8,1088.9,7.67,Telangana,Warangal
IWQ-41588,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.3,0.73,0.00073,18.14,0.0,13.71,459.4,7.06,Telangana,Nizamabad
IWQ-41596,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.08,0.17,0.00017,4.11,0.0,0.67,244.7,7.89,Telangana,Nirmal
IWQ-41610,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.478,0.07,7e-05,10.99,0.0,4.43,349.7,7.78,Telangana,Sangareddy
IWQ-41612,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.253,0.21,0.00021,19.21,0.0,1.64,436.0,7.09,Telangana,Suryapet
IWQ-41617,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.054,0.93,0.00093,17.04,0.0,8.55,370.1,7.54,Telangana,Hyderabad
IWQ-41636,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.501,0.3,0.0003,12.85,0.0,2.86,372.2,7.65,Telangana,Hyderabad
IWQ-41643,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.791,0.13,0.00013,13.83,0.0,2.41,1816.3,7.29,Telangana,Adilabad
IWQ-41659,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.362,1.2,0.0012,13.41,0.0,6.22,661.1,6.73,Telangana,Adilabad
IWQ-41660,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.226,6.26,0.00626,44.59,0.0,1.58,697.2,6.62,Telangana,Peddapalli
IWQ-41661,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.302,0.26,0.00026,11.95,0.0,4.05,929.3,7.53,Telangana,Hyderabad
IWQ-41670,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.209,0.57,0.00057,15.28,0.0,0.13,345.2,8.14,Telangana,Peddapalli
IWQ-41682,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.802,11.77,0.01177,36.32,2237.7,18.14,191.1,7.06,Telangana,Siddipet
IWQ-41694,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.361,0.84,0.00084,34.84,0.0,6.56,360.6,7.94,Telangana,Hyderabad
IWQ-41702,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.001,0.04,4e-05,3.31,0.0,1.39,90.5,7.03,Telangana,Khammam
IWQ-41729,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.406,1.06,0.00106,6.86,0.0,12.56,390.7,6.72,Telangana,Vikarabad
IWQ-41741,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.303,0.13,0.00013,16.03,0.0,2.46,742.1,7.49,Telangana,Kamareddy
IWQ-41748,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.468,1.8,0.0018,18.64,0.0,5.35,352.8,8.4,Telangana,Jagtial
IWQ-41762,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.771,0.46,0.00046,30.35,0.0,0.43,194.2,7.0,Telangana,Kamareddy
IWQ-41763,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.521,0.25,0.00025,1.23,1180.6,14.22,913.2,7.22,Telangana,Hyderabad
IWQ-41819,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.94,0.02,2e-05,11.83,0.0,1.25,65.1,7.13,Telangana,Khammam
IWQ-41825,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.029,1.19,0.00119,4.03,0.0,1.06,85.2,7.6,Telangana,Bhadradri Kothagudem
IWQ-41829,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.516,0.02,2e-05,19.14,0.0,5.06,543.5,7.73,Telangana,Peddapalli
IWQ-41832,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.375,0.39,0.00039,28.7,0.0,0.98,3172.4,7.6,Telangana,Nalgonda
IWQ-41833,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.048,3.2,0.0032,4.56,0.0,0.4,240.3,8.26,Telangana,Nizamabad
IWQ-41838,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.447,0.12,0.00012,18.79,0.0,2.38,488.5,7.65,Telangana,Karimnagar
IWQ-41841,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.965,0.57,0.00057,34.65,0.0,9.55,785.3,7.39,Telangana,Sangareddy
IWQ-41859,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.164,1.93,0.00193,16.63,0.0,1.87,141.5,7.33,Tripura,South Tripura
IWQ-41860,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.104,0.19,0.00019,7.99,0.0,0.82,94.2,7.91,Tripura,Khowai
IWQ-41864,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.639,0.72,0.00072,6.07,0.0,2.62,289.4,7.83,Tripura,West Tripura
IWQ-41865,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.276,1.16,0.00116,3.81,0.0,1.52,36.2,7.15,Tripura,Khowai
IWQ-41870,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.081,0.73,0.00073,8.1,0.0,2.94,156.6,7.07,Tripura,South Tripura
IWQ-41871,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.301,1.1,0.0011,5.13,0.0,3.34,28.5,7.04,Tripura,West Tripura
IWQ-41873,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.173,1.5,0.0015,3.46,0.0,4.28,49.3,7.8,Tripura,North Tripura
IWQ-41877,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.283,1.54,0.00154,2.42,0.0,4.57,44.3,8.33,Tripura,Sepahijala
IWQ-41884,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.418,0.75,0.00075,2.54,0.0,1.99,168.8,7.35,Tripura,Sepahijala
IWQ-41889,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.179,2.31,0.00231,2.09,0.0,5.13,1079.3,6.99,Tripura,West Tripura
IWQ-41893,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.109,0.16,0.00016,3.64,263.8,15.64,46.3,7.79,Tripura,South Tripura
IWQ-41895,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.239,0.11,0.00011,9.77,0.0,0.35,145.2,7.92,Tripura,North Tripura
IWQ-41906,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.143,0.04,4e-05,10.83,0.0,2.64,26.8,8.36,Tripura,West Tripura
IWQ-41915,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.608,0.06,6e-05,3.48,62.0,1.16,138.1,6.92,Tripura,West Tripura
IWQ-41920,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.409,0.41,0.00041,4.93,0.0,4.3,91.8,7.95,Tripura,West Tripura
IWQ-41922,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.259,0.7,0.0007,6.01,0.0,3.5,61.1,8.63,Tripura,North Tripura
IWQ-41929,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.751,1.1,0.0011,15.67,4.3,6.16,212.3,7.43,Tripura,Dhalai
IWQ-41938,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.425,0.41,0.00041,4.45,0.0,1.5,98.2,6.81,Tripura,Dhalai
IWQ-41946,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.39,3.72,0.00372,2.94,0.0,19.36,75.9,7.15,Tripura,North Tripura
IWQ-41948,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.226,0.18,0.00018,1.79,0.0,3.63,75.9,7.31,Tripura,Sepahijala
IWQ-41950,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.354,0.12,0.00012,4.97,0.0,2.22,103.0,7.81,Tripura,Dhalai
IWQ-41958,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.647,0.38,0.00038,29.31,0.0,2.08,118.6,7.25,Tripura,Khowai
IWQ-41960,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.134,7.9,0.0079,30.88,0.0,4.76,217.3,7.62,Tripura,Unakoti
IWQ-41961,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.244,2.13,0.00213,8.15,0.0,15.18,98.4,7.68,Tripura,Dhalai
IWQ-41967,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.256,14.97,0.01497,17.55,6630.2,48.95,149.8,7.46,Tripura,North Tripura
IWQ-41969,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.194,0.51,0.00051,8.04,0.0,3.15,147.8,7.52,Tripura,South Tripura
IWQ-41974,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.095,0.09,9e-05,16.3,0.0,0.73,163.9,7.95,Tripura,Unakoti
IWQ-41981,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.169,0.18,0.00018,2.47,0.0,0.38,166.8,7.71,Tripura,West Tripura
IWQ-41989,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.795,1.53,0.00153,3.72,0.0,5.06,285.6,7.4,Tripura,North Tripura
IWQ-42001,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.162,0.14,0.00014,14.89,0.0,4.98,82.5,7.15,Tripura,Dhalai
IWQ-42023,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.072,0.15,0.00015,1.17,0.0,0.25,211.8,7.13,Tripura,North Tripura
IWQ-42030,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.308,0.91,0.00091,3.07,0.0,4.33,222.9,7.57,Tripura,Dhalai
IWQ-42033,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.225,0.5,0.0005,1.89,0.0,2.06,50.8,7.56,Tripura,Khowai
IWQ-42040,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.474,0.23,0.00023,24.62,0.0,4.09,244.5,8.3,Tripura,Unakoti
IWQ-42041,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.677,0.06,6e-05,2.9,0.0,1.5,273.5,7.87,Tripura,Khowai
IWQ-42049,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.571,0.04,4e-05,5.81,7.5,2.13,138.1,7.38,Tripura,Khowai
IWQ-42050,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.146,0.66,0.00066,35.66,0.0,4.84,249.4,7.08,Tripura,Unakoti
IWQ-42055,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.437,2.13,0.00213,28.67,0.0,3.72,94.4,7.3,Tripura,Sepahijala
IWQ-42056,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.789,0.69,0.00069,5.22,0.0,1.93,53.9,8.18,Tripura,Sepahijala
